Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,+PDU Type (LE ADV),
,163,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:12.335743 PM",-35.000 dBm (strong),SCAN_RSP,
,164,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:12.336014 PM",-43.000 dBm (medium),ADV_IND,
,165,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.256282",="13-Nov-17 5:08:13.592296 PM",-37.000 dBm (medium),ADV_IND,
,166,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:13.592993 PM",-35.000 dBm (strong),ADV_IND,
,167,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:13.593690 PM",-43.000 dBm (medium),ADV_IND,
,168,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.230035",="13-Nov-17 5:08:14.823724 PM",-37.000 dBm (medium),ADV_IND,
,169,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:14.824421 PM",-35.000 dBm (strong),ADV_IND,
,170,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:14.825118 PM",-43.000 dBm (medium),ADV_IND,
,171,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:14.825621 PM",-40.000 dBm (medium),SCAN_REQ,
,172,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:14.825946 PM",-42.000 dBm (medium),SCAN_RSP,
,173,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240557",="13-Nov-17 5:08:16.066503 PM",-37.000 dBm (medium),ADV_IND,
,174,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:16.067006 PM",-44.000 dBm (medium),SCAN_REQ,
,175,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:16.067331 PM",-37.000 dBm (medium),SCAN_RSP,
,176,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:16.067602 PM",-35.000 dBm (strong),ADV_IND,
,177,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:16.068299 PM",-43.000 dBm (medium),ADV_IND,
,178,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238133",="13-Nov-17 5:08:17.306431 PM",-37.000 dBm (medium),ADV_IND,
,179,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:17.306934 PM",-45.000 dBm (medium),SCAN_REQ,
,180,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:17.307259 PM",-37.000 dBm (medium),SCAN_RSP,
,181,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:17.307531 PM",-35.000 dBm (strong),ADV_IND,
,182,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:17.308227 PM",-43.000 dBm (medium),ADV_IND,
,183,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253083",="13-Nov-17 5:08:18.561310 PM",-37.000 dBm (medium),ADV_IND,
,184,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:18.561813 PM",-45.000 dBm (medium),SCAN_REQ,
,185,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:18.562138 PM",-37.000 dBm (medium),SCAN_RSP,
,186,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:18.562409 PM",-35.000 dBm (strong),ADV_IND,
,187,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:18.563106 PM",-43.000 dBm (medium),ADV_IND,
,188,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.230583",="13-Nov-17 5:08:19.793689 PM",-37.000 dBm (medium),ADV_IND,
,189,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:19.794386 PM",-35.000 dBm (strong),ADV_IND,
,190,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:19.794888 PM",-38.000 dBm (medium),SCAN_REQ,
,191,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:19.795214 PM",-35.000 dBm (strong),SCAN_RSP,
,192,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:19.795485 PM",-43.000 dBm (medium),ADV_IND,
,193,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245233",="13-Nov-17 5:08:21.040717 PM",-37.000 dBm (medium),ADV_IND,
,194,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:21.041415 PM",-35.000 dBm (strong),ADV_IND,
,195,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:21.041917 PM",-38.000 dBm (medium),SCAN_REQ,
,196,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:21.042243 PM",-35.000 dBm (strong),SCAN_RSP,
,197,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:21.042513 PM",-43.000 dBm (medium),ADV_IND,
,198,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249433",="13-Nov-17 5:08:22.291946 PM",-37.000 dBm (medium),ADV_IND,
,199,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:22.292643 PM",-35.000 dBm (strong),ADV_IND,
,200,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:22.293145 PM",-38.000 dBm (medium),SCAN_REQ,
,201,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:22.293471 PM",-35.000 dBm (strong),SCAN_RSP,
,202,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:22.293742 PM",-42.000 dBm (medium),ADV_IND,
,203,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240461",="13-Nov-17 5:08:23.534203 PM",-37.000 dBm (medium),ADV_IND,
,204,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:23.534705 PM",-44.000 dBm (medium),SCAN_REQ,
,205,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:23.535031 PM",-37.000 dBm (medium),SCAN_RSP,
,206,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:23.535302 PM",-35.000 dBm (strong),ADV_IND,
,207,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:23.535999 PM",-42.000 dBm (medium),ADV_IND,
,208,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241033",="13-Nov-17 5:08:24.777031 PM",-37.000 dBm (medium),ADV_IND,
,209,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:24.777729 PM",-36.000 dBm (strong),ADV_IND,
,210,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:24.778231 PM",-38.000 dBm (medium),SCAN_REQ,
,211,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:24.778557 PM",-36.000 dBm (strong),SCAN_RSP,
,212,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:24.778827 PM",-43.000 dBm (medium),ADV_IND,
,213,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240383",="13-Nov-17 5:08:26.019210 PM",-37.000 dBm (medium),ADV_IND,
,214,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:26.019907 PM",-36.000 dBm (strong),ADV_IND,
,215,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:26.020410 PM",-39.000 dBm (medium),SCAN_REQ,
,216,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:26.020735 PM",-36.000 dBm (strong),SCAN_RSP,
,217,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:26.021006 PM",-42.000 dBm (medium),ADV_IND,
,218,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244133",="13-Nov-17 5:08:27.265139 PM",-37.000 dBm (medium),ADV_IND,
,219,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:27.265836 PM",-35.000 dBm (strong),ADV_IND,
,220,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:27.266338 PM",-38.000 dBm (medium),SCAN_REQ,
,221,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:27.266664 PM",-35.000 dBm (strong),SCAN_RSP,
,222,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:27.266935 PM",-42.000 dBm (medium),ADV_IND,
,223,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249583",="13-Nov-17 5:08:28.516517 PM",-37.000 dBm (medium),ADV_IND,
,224,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:28.517215 PM",-35.000 dBm (strong),ADV_IND,
,225,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:28.517717 PM",-39.000 dBm (medium),SCAN_REQ,
,226,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:28.518043 PM",-35.000 dBm (strong),SCAN_RSP,
,227,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:28.518313 PM",-42.000 dBm (medium),ADV_IND,
,228,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242683",="13-Nov-17 5:08:29.760996 PM",-37.000 dBm (medium),ADV_IND,
,229,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:29.761499 PM",-44.000 dBm (medium),SCAN_REQ,
,230,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:29.761824 PM",-37.000 dBm (medium),SCAN_RSP,
,231,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:29.762095 PM",-36.000 dBm (strong),ADV_IND,
,232,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:29.762792 PM",-42.000 dBm (medium),ADV_IND,
,233,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244633",="13-Nov-17 5:08:31.007425 PM",-37.000 dBm (medium),ADV_IND,
,234,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:31.007927 PM",-44.000 dBm (medium),SCAN_REQ,
,235,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:31.008253 PM",-37.000 dBm (medium),SCAN_RSP,
,236,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:31.008524 PM",-36.000 dBm (strong),ADV_IND,
,237,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:31.009221 PM",-42.000 dBm (medium),ADV_IND,
,238,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.237711",="13-Nov-17 5:08:32.246931 PM",-37.000 dBm (medium),ADV_IND,
,239,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:32.247434 PM",-44.000 dBm (medium),SCAN_REQ,
,240,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:32.247759 PM",-37.000 dBm (medium),SCAN_RSP,
,241,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:32.248030 PM",-36.000 dBm (strong),ADV_IND,
,242,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:32.248727 PM",-42.000 dBm (medium),ADV_IND,
,243,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244433",="13-Nov-17 5:08:33.493160 PM",-37.000 dBm (medium),ADV_IND,
,244,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:33.493662 PM",-44.000 dBm (medium),SCAN_REQ,
,245,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:33.493988 PM",-37.000 dBm (medium),SCAN_RSP,
,246,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:33.494259 PM",-36.000 dBm (strong),ADV_IND,
,247,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:33.494956 PM",-42.000 dBm (medium),ADV_IND,
,248,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243533",="13-Nov-17 5:08:34.738489 PM",-37.000 dBm (medium),ADV_IND,
,249,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:34.739186 PM",-35.000 dBm (strong),ADV_IND,
,250,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:34.739688 PM",-38.000 dBm (medium),SCAN_REQ,
,251,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:34.740014 PM",-36.000 dBm (strong),SCAN_RSP,
,252,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:34.740285 PM",-42.000 dBm (medium),ADV_IND,
,253,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246783",="13-Nov-17 5:08:35.987067 PM",-37.000 dBm (medium),ADV_IND,
,254,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:35.987569 PM",-44.000 dBm (medium),SCAN_REQ,
,255,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:35.987895 PM",-37.000 dBm (medium),SCAN_RSP,
,256,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:35.988166 PM",-35.000 dBm (strong),ADV_IND,
,257,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:35.988863 PM",-43.000 dBm (medium),ADV_IND,
,258,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244833",="13-Nov-17 5:08:37.233696 PM",-37.000 dBm (medium),ADV_IND,
,259,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:37.234199 PM",-44.000 dBm (medium),SCAN_REQ,
,260,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:37.234525 PM",-37.000 dBm (medium),SCAN_RSP,
,261,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:37.234796 PM",-36.000 dBm (strong),ADV_IND,
,262,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:37.235493 PM",-42.000 dBm (medium),ADV_IND,
,263,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240032",="13-Nov-17 5:08:38.475524 PM",-37.000 dBm (medium),ADV_IND,
,264,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:38.476027 PM",-44.000 dBm (medium),SCAN_REQ,
,265,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:38.476352 PM",-37.000 dBm (medium),SCAN_RSP,
,266,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:38.476624 PM",-36.000 dBm (strong),ADV_IND,
,267,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:38.477320 PM",-42.000 dBm (medium),ADV_IND,
,268,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.254933",="13-Nov-17 5:08:39.732253 PM",-36.000 dBm (strong),ADV_IND,
,269,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:39.732950 PM",-36.000 dBm (strong),ADV_IND,
,270,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:39.733453 PM",-38.000 dBm (medium),SCAN_REQ,
,271,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:39.733778 PM",-36.000 dBm (strong),SCAN_RSP,
,272,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:39.734049 PM",-43.000 dBm (medium),ADV_IND,
,273,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236361",="13-Nov-17 5:08:40.970410 PM",-37.000 dBm (medium),ADV_IND,
,274,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:40.971107 PM",-36.000 dBm (strong),ADV_IND,
,275,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:40.971609 PM",-38.000 dBm (medium),SCAN_REQ,
,276,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:40.971935 PM",-36.000 dBm (strong),SCAN_RSP,
,277,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:40.972206 PM",-43.000 dBm (medium),ADV_IND,
,278,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245587",="13-Nov-17 5:08:42.217792 PM",-37.000 dBm (medium),ADV_IND,
,279,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:42.218490 PM",-36.000 dBm (strong),ADV_IND,
,280,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:42.218992 PM",-39.000 dBm (medium),SCAN_REQ,
,281,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:42.219318 PM",-36.000 dBm (strong),SCAN_RSP,
,282,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:42.219588 PM",-42.000 dBm (medium),ADV_IND,
,283,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238133",="13-Nov-17 5:08:43.457721 PM",-37.000 dBm (medium),ADV_IND,
,284,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:43.458224 PM",-44.000 dBm (medium),SCAN_REQ,
,285,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:43.458550 PM",-37.000 dBm (medium),SCAN_RSP,
,286,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:43.458821 PM",-36.000 dBm (strong),ADV_IND,
,287,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:43.459518 PM",-43.000 dBm (medium),ADV_IND,
,288,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.235782",="13-Nov-17 5:08:44.695300 PM",-37.000 dBm (medium),ADV_IND,
,289,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:44.695997 PM",-35.000 dBm (strong),ADV_IND,
,290,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:44.696499 PM",-38.000 dBm (medium),SCAN_REQ,
,291,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:44.696825 PM",-36.000 dBm (strong),SCAN_RSP,
,292,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:44.697096 PM",-43.000 dBm (medium),ADV_IND,
,293,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:44.697599 PM",-83.000 dBm (weak),SCAN_REQ,
,294,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:44.697925 PM",-42.000 dBm (medium),SCAN_RSP,
,295,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247954",="13-Nov-17 5:08:45.945878 PM",-37.000 dBm (medium),ADV_IND,
,296,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:45.946575 PM",-35.000 dBm (strong),ADV_IND,
,297,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:45.947078 PM",-38.000 dBm (medium),SCAN_REQ,
,298,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:45.947403 PM",-35.000 dBm (strong),SCAN_RSP,
,299,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:45.947674 PM",-43.000 dBm (medium),ADV_IND,
,300,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.237083",="13-Nov-17 5:08:47.184757 PM",-37.000 dBm (medium),ADV_IND,
,301,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:47.185454 PM",-35.000 dBm (strong),ADV_IND,
,302,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:47.185956 PM",-38.000 dBm (medium),SCAN_REQ,
,303,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:47.186282 PM",-36.000 dBm (strong),SCAN_RSP,
,304,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:47.186553 PM",-43.000 dBm (medium),ADV_IND,
,305,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251483",="13-Nov-17 5:08:48.438035 PM",-37.000 dBm (medium),ADV_IND,
,306,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:48.438733 PM",-35.000 dBm (strong),ADV_IND,
,307,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:48.439235 PM",-38.000 dBm (medium),SCAN_REQ,
,308,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:48.439561 PM",-36.000 dBm (strong),SCAN_RSP,
,309,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:48.439831 PM",-43.000 dBm (medium),ADV_IND,
,310,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238861",="13-Nov-17 5:08:49.678692 PM",-37.000 dBm (medium),ADV_IND,
,311,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:49.679195 PM",-44.000 dBm (medium),SCAN_REQ,
,312,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:49.679521 PM",-37.000 dBm (medium),SCAN_RSP,
,313,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:49.679792 PM",-36.000 dBm (strong),ADV_IND,
,314,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:49.680489 PM",-43.000 dBm (medium),ADV_IND,
,315,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.250582",="13-Nov-17 5:08:50.931071 PM",-37.000 dBm (medium),ADV_IND,
,316,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:50.931573 PM",-44.000 dBm (medium),SCAN_REQ,
,317,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:50.931899 PM",-37.000 dBm (medium),SCAN_RSP,
,318,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:50.932170 PM",-36.000 dBm (strong),ADV_IND,
,319,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:50.932867 PM",-43.000 dBm (medium),ADV_IND,
,320,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240633",="13-Nov-17 5:08:52.173499 PM",-36.000 dBm (strong),ADV_IND,
,321,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:52.174002 PM",-44.000 dBm (medium),SCAN_REQ,
,322,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:52.174327 PM",-37.000 dBm (medium),SCAN_RSP,
,323,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:52.174598 PM",-35.000 dBm (strong),ADV_IND,
,324,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:52.175295 PM",-43.000 dBm (medium),ADV_IND,
